Date,agg0,agg10,agg30,agg60,agg120
1998-09-12,2.0,0.16,0.49,0.84,1.32
1998-09-13,0.8,0.07,0.21,0.36,0.6
1998-09-14,12.4,0.87,2.15,3.05,5.12
1998-09-15,0.6,0.11,0.26,0.4,0.6
1998-09-16,1.0,0.15,0.32,0.49,0.8
1998-09-18,0.2,0.18,0.18,0.18,0.18
1998-09-19,2.8,0.56,1.28,1.84,2.25
1998-09-26,0.6,0.29,0.57,0.6,0.6
1998-09-28,3.4,0.47,1.01,1.22,1.57
1998-10-02,1.6,0.5,0.85,1.19,1.6
1998-10-07,3.8,0.75,1.62,1.93,3.11
1998-10-08,7.0,0.55,1.36,1.92,2.19
1998-10-10,7.8,0.9,1.93,2.86,3.31
1998-10-11,4.0,0.65,1.53,2.23,2.4
1998-10-13,3.5,0.37,0.97,1.6,2.75
1998-10-14,2.7,0.24,0.57,1.07,1.55
1998-10-15,3.2,1.07,1.2,1.2,1.6
1998-10-17,16.2,1.1,2.3,2.91,4.9
1998-10-18,0.6,0.21,0.31,0.6,0.6
1998-10-19,7.6,1.05,2.03,2.18,2.25
1998-10-20,0.2,0.03,0.1,0.2,0.2
1998-10-21,4.8,0.6,0.92,1.3,1.6
1998-10-22,0.2,0.17,0.17,0.17,0.17
1998-10-23,14.8,1.9,4.3,7.4,9.62
1998-10-25,4.4,0.8,1.4,1.4,1.4
1998-10-26,4.8,0.93,1.51,2.06,3.56
1998-10-27,7.8,1.22,2.15,2.85,4.36
1998-10-28,2.2,1.0,1.8,1.8,1.8
1998-10-29,0.6,0.4,0.4,0.4,0.6
1998-11-08,0.6,0.12,0.34,0.39,0.51
1998-11-10,6.4,0.55,1.6,2.93,3.71
1998-11-25,0.2,0.04,0.12,0.2,0.2
1998-12-04,0.2,0.2,0.2,0.2,0.2
1998-12-14,1.5,0.28,0.47,0.63,0.8
1998-12-15,0.3,0.12,0.35,0.35,0.35
1998-12-19,2.6,0.36,0.97,1.63,2.18
1998-12-25,5.8,0.8,2.2,3.43,5.52
1998-12-26,5.8,0.73,1.52,2.91,3.63
1998-12-27,0.8,0.11,0.32,0.62,0.8
1999-01-04,0.4,0.4,0.4,0.4,0.4
1999-01-05,7.7,0.4,1.02,1.63,2.91
1999-01-06,18.0,0.87,2.3,3.52,5.88
1999-01-07,0.5,0.16,0.39,0.51,0.51
1999-01-16,5.6,0.29,0.73,1.29,2.27
1999-01-19,1.2,0.21,0.42,0.57,0.99
1999-01-20,5.0,0.37,0.84,1.38,2.49
1999-01-24,0.4,0.1,0.25,0.38,0.4
1999-02-03,4.3,0.3,0.91,1.5,2.27
1999-02-04,0.1,0.08,0.09,0.09,0.09
1999-02-19,3.2,0.4,0.95,1.56,2.15
1999-02-20,0.2,0.2,0.2,0.2,0.2
1999-02-27,1.4,0.07,0.22,0.41,0.75
1999-03-03,2.0,0.43,0.67,0.97,1.0
1999-03-04,2.2,0.4,0.96,1.8,2.2
1999-03-18,6.0,0.22,0.62,1.16,2.18
1999-03-25,2.0,0.37,0.86,1.4,1.99
1999-03-30,1.2,0.1,0.2,0.27,0.49
1999-04-05,2.6,0.6,1.13,1.97,2.6
1999-04-06,4.8,0.55,1.24,1.83,2.75
1999-04-07,1.8,0.24,0.54,0.98,1.39
1999-04-12,7.8,0.36,0.97,1.46,2.0
1999-04-13,3.2,0.51,1.2,1.84,2.08
1999-04-15,0.4,0.05,0.16,0.29,0.4
1999-04-16,0.8,0.4,0.65,0.8,0.8
1999-04-22,2.4,0.55,1.16,1.32,2.4
1999-04-23,9.2,5.4,9.01,9.2,9.2
1999-05-08,4.0,0.6,1.47,2.28,3.24
1999-05-09,4.9,0.4,0.8,1.23,1.74
1999-05-10,6.3,0.47,1.07,1.44,2.29
1999-05-11,14.0,2.0,4.8,8.27,9.33
1999-05-12,16.6,0.8,1.71,3.26,4.2
1999-05-13,0.8,0.21,0.41,0.65,0.8
1999-05-22,1.0,0.25,0.63,0.9,1.0
1999-05-23,0.4,0.19,0.29,0.4,0.4
1999-05-24,3.0,1.02,1.21,1.53,1.8
1999-05-30,1.4,0.43,1.13,1.4,1.4
1999-06-03,7.6,1.0,2.05,3.75,6.17
1999-06-04,27.4,8.2,17.0,20.68,21.6
1999-06-05,10.0,2.8,4.36,4.88,5.82
1999-06-06,20.2,4.4,10.4,14.6,19.0
1999-06-08,19.7,2.3,4.47,6.1,9.2
1999-06-09,4.0,2.0,3.0,3.0,3.0
1999-06-10,2.9,0.27,0.63,0.95,1.86
1999-06-11,16.1,1.3,2.8,5.2,6.47
1999-06-12,0.5,0.12,0.31,0.47,0.48
1999-06-17,0.4,0.04,0.13,0.26,0.4
1999-06-20,9.2,1.0,1.76,3.06,5.34
1999-06-23,0.2,0.2,0.2,0.2,0.2
1999-06-24,2.4,0.73,1.6,1.6,1.88
1999-06-25,1.0,0.85,1.0,1.0,1.0
1999-06-26,13.4,3.2,3.87,4.71,5.72
1999-06-27,0.2,0.2,0.2,0.2,0.2
1999-06-28,0.8,0.28,0.55,0.59,0.59
1999-06-29,6.0,0.77,1.6,2.85,3.83
1999-06-30,0.6,0.12,0.37,0.5,0.6
1999-07-02,0.6,0.6,0.6,0.6,0.6
1999-07-03,1.2,0.22,0.53,0.76,1.0
1999-07-05,29.4,1.4,3.6,6.2,11.05
1999-07-14,8.4,1.6,4.5,6.4,8.4
1999-07-17,0.2,0.2,0.2,0.2,0.2
1999-07-19,0.8,0.5,0.8,0.8,0.8
1999-07-20,3.4,0.85,1.97,2.29,2.6
1999-07-23,1.0,0.31,0.69,0.99,1.0
1999-08-08,3.8,0.6,1.5,1.98,2.46
1999-08-10,6.8,1.41,1.7,3.04,4.23
1999-08-12,8.0,2.5,5.5,8.0,8.0
1999-08-14,14.6,2.35,5.0,7.32,8.0
1999-08-15,10.0,0.5,1.45,2.8,5.32
1999-08-16,12.0,0.6,1.5,2.63,3.81
1999-08-17,0.8,0.4,0.4,0.4,0.8
1999-08-19,17.6,5.04,6.77,9.44,12.15
1999-08-26,1.2,0.34,0.43,0.53,0.8
1999-08-30,8.8,5.6,7.06,7.87,8.6
1999-09-08,0.8,0.73,0.8,0.8,0.8
1999-09-15,2.0,1.27,1.57,1.57,1.57
1999-09-17,0.2,0.2,0.2,0.2,0.2
1999-09-18,10.0,1.4,2.53,4.6,7.37
1999-09-19,2.4,0.8,0.8,0.9,1.2
1999-09-21,3.4,0.64,1.4,2.53,3.24
1999-09-22,1.8,1.8,1.8,1.8,1.8
1999-09-23,14.2,4.85,5.28,5.6,7.61
1999-09-24,1.6,0.43,0.64,0.8,0.8
1999-09-25,0.4,0.1,0.26,0.4,0.4
1999-09-26,1.2,0.44,0.65,0.75,1.2
1999-09-27,4.2,0.56,1.4,2.13,2.99
1999-09-28,0.4,0.2,0.2,0.2,0.34
1999-09-29,3.6,0.8,1.11,1.79,3.11
1999-09-30,0.8,0.33,0.49,0.76,0.8
1999-10-01,4.4,2.4,3.64,3.89,4.36
1999-10-02,12.0,1.55,2.3,3.87,5.63
1999-10-03,1.4,0.38,0.95,1.4,1.4
1999-10-05,0.4,0.11,0.25,0.36,0.4
1999-10-07,0.6,0.14,0.34,0.49,0.6
1999-10-09,3.6,0.6,1.3,2.0,2.55
1999-10-10,1.6,0.16,0.52,0.94,1.36
1999-10-11,2.4,0.63,1.1,1.4,1.4
1999-10-12,1.0,0.56,0.56,0.56,0.56
1999-10-13,8.0,0.29,0.83,1.51,2.71
1999-10-19,0.2,0.1,0.2,0.2,0.2
1999-10-20,0.8,0.39,0.8,0.8,0.8
1999-10-23,4.4,0.36,0.93,1.8,3.02
1999-10-25,3.6,0.43,0.98,1.64,2.88
1999-10-26,2.4,0.88,1.2,1.3,1.4
1999-10-31,0.6,0.6,0.6,0.6,0.6
1999-11-01,0.3,0.06,0.19,0.27,0.27
1999-11-02,0.3,0.05,0.16,0.2,0.2
1999-11-09,0.4,0.36,0.4,0.4,0.4
1999-11-25,6.0,0.63,1.33,2.16,3.26
1999-11-30,6.6,0.89,1.2,1.83,2.74
1999-12-06,0.8,0.14,0.26,0.39,0.6
1999-12-08,2.8,0.16,0.5,0.96,1.76
1999-12-09,1.4,0.6,0.79,0.9,1.4
1999-12-10,0.4,0.09,0.23,0.34,0.4
1999-12-24,0.4,0.27,0.4,0.4,0.4
1999-12-25,10.2,0.55,1.2,1.92,2.81
2000-01-03,2.0,0.45,1.04,1.39,1.95
2000-01-06,1.8,0.23,0.62,1.07,1.69
2000-01-08,1.4,0.18,0.48,0.78,1.31
2000-01-11,4.1,0.29,0.86,1.68,3.1
2000-01-12,12.2,0.29,0.85,1.49,2.32
2000-01-13,1.3,0.11,0.34,0.65,1.2
2000-01-29,5.2,0.43,1.03,1.74,3.15
2000-02-04,1.0,0.16,0.42,0.59,0.8
2000-02-07,1.6,0.29,0.68,1.03,1.18
2000-02-08,1.0,0.23,0.4,0.4,0.4
2000-02-10,3.6,0.5,0.92,1.51,2.57
2000-02-13,0.2,0.2,0.2,0.2,0.2
2000-02-29,0.2,0.09,0.2,0.2,0.2
2000-03-06,2.2,0.33,0.85,1.62,1.98
2000-03-08,0.2,0.08,0.2,0.2,0.2
2000-03-14,2.2,0.37,1.0,1.46,2.1
2000-03-16,2.2,0.31,0.82,1.28,2.01
2000-04-02,0.1,0.05,0.09,0.09,0.09
2000-04-03,2.5,0.22,0.64,1.16,2.08
2000-04-12,1.2,0.09,0.27,0.51,0.94
2000-04-16,3.4,1.8,2.56,2.56,2.56
2000-04-22,5.6,1.6,3.07,3.77,3.77
2000-04-23,8.4,0.9,1.94,3.3,5.5
2000-04-24,7.8,0.44,1.23,2.09,3.46
2000-04-27,2.0,0.52,1.04,1.53,2.0
2000-05-17,0.8,0.33,0.53,0.67,0.8
2000-05-18,2.0,0.93,1.23,1.63,1.95
2000-05-19,0.6,0.21,0.29,0.4,0.6
2000-05-23,2.6,0.2,0.46,0.84,1.62
2000-05-24,1.2,0.15,0.39,0.64,1.13
2000-05-25,22.2,1.6,3.44,5.0,8.8
2000-05-27,4.2,0.55,1.37,2.32,3.63
2000-05-28,4.2,0.44,1.05,1.5,2.35
2000-05-29,2.4,0.33,0.78,1.05,1.43
2000-05-31,0.4,0.36,0.4,0.4,0.4
2000-06-01,6.2,0.44,1.06,1.75,2.74
2000-06-02,1.8,0.44,1.02,1.21,1.59
2000-06-06,3.9,0.33,0.81,1.18,1.6
2000-06-07,1.9,0.39,0.75,1.06,1.15
2000-06-10,12.6,3.6,8.3,10.9,11.55
2000-06-17,0.8,0.16,0.44,0.69,0.8
2000-06-22,0.6,0.09,0.26,0.46,0.6
2000-06-23,12.2,3.8,5.01,5.18,7.27
2000-06-24,0.2,0.12,0.2,0.2,0.2
2000-06-25,1.2,0.28,0.45,0.67,0.91
2000-06-26,0.2,0.2,0.2,0.2,0.2
2000-06-29,3.6,1.9,3.44,3.6,3.6
2000-06-30,9.2,0.55,1.5,2.17,3.5
2000-07-08,0.2,0.2,0.2,0.2,0.2
2000-07-09,3.2,0.48,1.02,1.29,2.56
2000-07-10,6.6,0.52,1.13,1.89,3.4
2000-07-11,17.8,6.4,8.88,9.37,9.96
2000-07-17,0.8,0.11,0.31,0.55,0.8
2000-07-23,1.6,0.53,1.23,1.57,1.6
2000-07-24,3.6,0.44,1.27,1.89,2.94
2000-07-26,8.4,0.87,2.33,3.73,4.4
2000-07-27,0.2,0.06,0.19,0.2,0.2
2000-07-29,14.6,6.6,11.6,12.91,14.04
2000-08-06,2.2,0.56,1.06,1.71,2.2
2000-08-10,0.4,0.04,0.12,0.24,0.4
2000-08-28,0.4,0.3,0.4,0.4,0.4
2000-09-14,1.1,0.16,0.36,0.65,0.69
2000-09-15,4.5,0.37,0.65,0.95,1.33
2000-09-27,7.0,1.2,2.42,2.57,3.35
2000-09-28,6.4,0.36,1.03,1.92,2.8
2000-10-02,8.6,0.67,1.8,2.7,3.74
2000-10-04,0.2,0.06,0.2,0.2,0.2
2000-10-05,2.1,0.57,1.09,1.73,1.8
2000-10-06,1.5,0.63,0.91,1.13,1.42
2000-10-08,1.2,0.22,0.38,0.51,0.8
2000-10-09,4.0,0.47,1.01,1.46,2.02
2000-10-10,4.2,0.47,1.01,1.37,2.32
2000-10-11,5.2,0.75,1.48,2.52,3.94
2000-10-14,0.4,0.09,0.27,0.4,0.4
2000-10-21,0.2,0.05,0.17,0.2,0.2
2000-10-22,1.2,0.6,1.2,1.2,1.2
2000-10-24,3.4,0.86,1.24,1.4,1.4
2000-10-25,15.8,1.1,1.85,2.89,4.42
2000-10-26,3.2,0.55,0.86,0.99,1.38
2000-10-27,2.2,0.18,0.48,0.87,1.5
2000-10-28,1.8,0.43,1.02,1.42,1.8
2000-10-29,7.4,0.75,1.3,1.96,2.91
2000-10-30,18.7,1.0,1.81,2.88,3.55
2000-10-31,16.3,1.33,3.2,4.32,5.31
2000-11-01,2.2,0.6,1.1,1.63,2.15
2000-11-02,1.6,0.4,0.91,1.36,1.36
2000-11-03,1.6,0.31,0.82,1.33,1.6
2000-11-06,1.1,0.2,0.51,0.71,1.02
2000-11-07,21.9,1.0,2.2,4.27,8.4
2000-11-09,1.4,0.23,0.51,0.8,0.98
2000-11-10,3.4,0.68,1.43,1.61,1.8
2000-11-11,4.6,0.43,0.9,1.52,2.6
2000-11-12,4.6,0.16,0.44,0.8,1.46
2000-11-17,2.2,0.18,0.52,0.93,1.51
2000-11-18,6.2,0.53,1.52,2.76,4.52
2000-11-19,2.6,0.26,0.52,0.71,0.92
2000-11-20,10.4,0.44,1.08,1.88,3.5
2000-11-21,1.4,0.13,0.33,0.54,0.95
2000-11-22,0.2,0.05,0.16,0.2,0.2
2000-11-24,3.8,0.37,0.79,1.25,2.16
2000-11-28,6.3,0.36,0.95,1.52,2.93
2000-11-29,0.7,0.08,0.22,0.33,0.39
2000-11-30,2.4,0.3,0.76,1.32,1.8
2000-12-02,2.2,0.18,0.52,0.95,1.66
2000-12-03,3.4,0.53,1.3,1.77,2.18
2000-12-04,0.2,0.09,0.2,0.2,0.2
2000-12-06,5.5,0.73,1.6,2.53,3.94
2000-12-07,6.3,0.95,1.58,2.51,4.02
2000-12-08,8.0,0.52,1.23,2.03,3.56
2000-12-09,1.2,0.27,0.44,0.57,0.96
2000-12-10,1.8,0.4,0.63,1.09,1.17
2000-12-11,1.2,0.4,0.57,0.8,1.2
2000-12-12,1.3,0.31,0.41,0.79,0.8
2000-12-13,12.3,0.7,1.18,2.17,4.0
2000-12-14,11.2,1.79,2.11,2.67,3.18
2000-12-15,3.6,0.5,1.27,1.67,2.19
2000-12-16,1.6,0.6,1.13,1.47,1.6
2001-01-03,1.8,0.66,1.06,1.4,1.4
2001-01-06,3.8,0.45,0.96,1.28,2.25
2001-01-07,0.2,0.2,0.2,0.2,0.2
2001-01-25,2.1,0.14,0.43,0.86,1.67
2001-01-26,0.9,0.12,0.35,0.65,0.91
2001-03-09,0.1,0.08,0.08,0.08,0.08
2001-03-10,2.1,0.28,0.53,0.71,0.8
2001-03-12,15.2,0.9,2.27,4.47,7.27
2001-03-31,1.6,0.12,0.32,0.48,0.91
2001-04-03,0.4,0.4,0.4,0.4,0.4
2001-04-04,0.8,0.41,0.62,0.74,0.8
2001-04-05,0.6,0.13,0.39,0.6,0.6
2001-04-06,2.2,0.24,0.69,1.1,1.71
2001-04-07,1.7,0.24,0.63,1.12,1.44
2001-04-08,5.3,0.37,1.03,1.67,2.54
2001-04-17,0.2,0.04,0.14,0.2,0.2
2001-04-23,15.8,0.8,1.8,2.69,3.95
2001-04-25,17.8,1.2,2.8,4.55,7.23
2001-04-26,15.2,2.8,6.0,9.6,10.8
2001-04-27,0.2,0.09,0.2,0.2,0.2
2001-04-28,4.4,0.55,1.37,2.53,3.64
2001-04-29,0.6,0.44,0.6,0.6,0.6
2001-04-30,2.8,0.47,1.0,1.14,1.4
2001-05-03,7.2,1.8,3.8,4.78,5.53
2001-05-07,1.4,0.53,0.92,1.4,1.4
2001-05-08,1.6,0.7,1.6,1.6,1.6
2001-05-15,1.6,0.49,1.04,1.25,1.56
2001-05-16,3.6,0.29,0.65,1.17,2.05
2001-05-17,2.4,0.85,1.56,2.13,2.4
2001-05-18,8.6,1.0,2.73,4.73,7.07
2001-05-28,1.4,0.85,1.17,1.4,1.4
2001-05-29,0.4,0.21,0.31,0.4,0.4
2001-05-30,0.4,0.18,0.25,0.36,0.4
2001-05-31,4.0,1.2,2.4,3.37,4.0
2001-06-01,0.2,0.08,0.2,0.2,0.2
2001-06-02,36.1,5.6,9.33,10.64,13.34
2001-06-03,15.3,0.6,1.44,2.83,5.0
2001-06-07,4.4,0.55,1.36,2.43,3.36
2001-06-08,0.2,0.03,0.11,0.2,0.2
2001-06-20,4.4,0.6,1.49,2.95,4.4
2001-06-21,1.7,0.82,1.27,1.4,1.4
2001-06-22,1.7,0.24,0.62,0.98,1.0
2001-06-28,9.4,2.2,2.9,5.13,6.8
2001-07-11,5.0,1.8,2.76,2.99,3.0
2001-07-12,2.8,0.8,1.13,1.2,1.22
2001-07-13,1.2,1.01,1.14,1.2,1.2
2001-07-15,0.4,0.21,0.38,0.4,0.4
2001-07-19,0.2,0.08,0.2,0.2,0.2
2001-07-31,0.2,0.2,0.2,0.2,0.2
2001-08-02,0.2,0.03,0.1,0.2,0.2
2001-08-03,7.8,1.3,2.7,3.14,3.2
2001-08-04,6.6,1.4,3.87,5.97,5.97
2001-08-06,1.0,0.28,0.6,0.6,0.6
2001-08-08,18.0,2.6,5.2,7.55,10.25
2001-08-09,0.8,0.12,0.39,0.52,0.8
2001-08-12,11.2,0.76,2.0,3.11,5.1
2001-08-13,0.6,0.29,0.5,0.6,0.6
2001-08-16,2.4,0.87,2.2,2.2,2.4
2001-08-19,6.4,3.2,3.94,4.0,5.1
2001-08-25,1.2,0.75,0.75,0.75,1.2
2001-08-26,4.2,1.45,3.0,4.2,4.2
2001-08-27,1.0,0.18,0.52,0.89,1.0
2001-09-02,7.2,0.8,1.25,2.03,3.7
2001-09-03,2.0,0.91,1.1,1.58,1.8
2001-09-04,1.2,0.46,0.6,0.6,0.6
2001-09-07,4.6,1.0,2.08,2.66,3.99
2001-09-08,14.6,2.4,3.2,4.76,5.2
2001-09-09,3.4,0.2,0.53,1.01,1.71
2001-09-11,1.0,0.16,0.43,0.59,0.61
2001-09-13,8.2,0.75,1.28,2.32,3.27
2001-09-15,1.0,0.25,0.6,1.0,1.0
2001-09-17,18.2,4.8,8.0,10.6,13.39
2001-09-18,27.0,6.47,8.97,10.81,11.84
2001-09-19,1.6,0.63,0.97,0.97,1.57
2001-09-21,17.8,3.05,5.2,7.15,9.87
2001-09-22,14.2,2.33,5.9,8.57,9.35
2001-09-24,0.2,0.2,0.2,0.2,0.2
2001-09-25,0.2,0.2,0.2,0.2,0.2
2001-09-30,2.2,0.16,0.27,0.5,0.85
2001-10-01,12.4,1.3,3.2,4.96,9.5
2001-10-03,0.2,0.2,0.2,0.2,0.2
2001-10-04,6.4,1.3,3.8,5.6,5.6
2001-10-07,2.0,0.63,1.44,1.82,2.0
2001-10-08,1.0,0.44,0.6,0.6,0.6
2001-10-09,6.2,2.47,3.95,4.0,4.27
2001-10-10,10.6,1.16,1.85,2.8,4.24
2001-10-23,2.8,0.8,2.0,2.61,2.8
2001-10-24,0.4,0.08,0.19,0.2,0.2
2001-10-27,0.2,0.04,0.12,0.2,0.2
2001-10-29,3.1,0.27,0.62,1.01,1.6
2001-10-30,0.5,0.15,0.27,0.43,0.46
2001-10-31,1.6,0.63,1.43,1.6,1.6
2001-11-04,2.4,0.84,1.27,2.2,2.4
2001-11-06,1.8,0.8,0.98,1.0,1.0
2001-11-07,1.8,0.57,1.03,1.46,1.8
2001-11-10,0.2,0.08,0.2,0.2,0.2
2001-11-11,0.4,0.23,0.4,0.4,0.4
2001-11-12,1.6,0.24,0.44,0.59,1.05
2001-11-21,6.0,2.27,3.9,4.8,4.8
2001-11-25,2.8,0.52,1.18,1.74,1.97
2001-11-26,5.4,0.3,0.94,1.59,2.79
2001-12-01,0.4,0.19,0.4,0.4,0.4
2001-12-03,0.2,0.07,0.2,0.2,0.2
2001-12-05,0.4,0.22,0.4,0.4,0.4
2001-12-24,5.5,0.52,1.5,2.53,4.12
2001-12-25,1.5,0.43,0.97,1.17,1.54
2001-12-28,1.0,0.22,0.51,0.9,1.0
2002-02-18,0.2,0.2,0.2,0.2,0.2
2002-02-19,0.4,0.4,0.4,0.4,0.4
2002-02-20,1.0,0.4,0.4,0.4,0.4
2002-02-22,1.5,0.42,0.51,0.6,0.6
2002-02-23,0.5,0.07,0.21,0.32,0.53
2002-02-25,0.3,0.14,0.3,0.3,0.3
2002-02-26,2.9,0.31,0.89,1.7,2.77
2002-02-27,0.4,0.23,0.4,0.4,0.4
2002-03-05,0.1,0.04,0.12,0.15,0.15
2002-03-06,13.2,0.4,1.06,1.69,2.51
2002-03-09,0.8,0.14,0.41,0.58,0.8
2002-03-11,0.2,0.08,0.2,0.2,0.2
2002-03-18,1.8,0.18,0.46,0.76,1.0
2002-03-19,6.4,0.31,0.9,1.55,2.98
2002-04-17,0.2,0.03,0.1,0.2,0.2
2002-04-26,0.4,0.09,0.24,0.36,0.4
2002-04-27,3.6,0.33,0.89,1.46,2.28
2002-04-29,5.4,2.6,4.22,4.4,4.4
2002-04-30,4.4,0.8,0.8,1.08,1.98
2002-05-01,8.4,1.01,1.77,2.2,4.05
2002-05-02,0.0,0.0,0.0,0.0,0.0
2002-05-07,0.1,0.07,0.07,0.07,0.07
2002-05-08,0.3,0.33,0.33,0.33,0.33
2002-05-14,0.8,0.4,0.4,0.4,0.8
2002-05-16,2.6,0.18,0.45,0.8,1.45
2002-05-19,4.6,0.44,1.15,2.23,3.48
2002-05-23,7.4,1.8,2.0,2.0,2.0
2002-05-25,3.0,2.53,2.99,3.0,3.0
2002-05-26,2.4,0.24,0.72,1.3,2.04
2002-05-27,1.6,0.26,0.65,1.08,1.59
2002-05-29,0.2,0.18,0.2,0.2,0.2
2002-05-30,1.0,0.68,0.9,1.0,1.0
2002-05-31,1.6,0.67,1.13,1.19,1.19
2002-06-10,7.6,2.87,3.36,3.6,3.6
2002-06-11,4.8,0.63,0.93,1.5,1.8
2002-06-13,0.4,0.21,0.38,0.4,0.4
2002-06-15,5.0,0.8,2.1,3.6,4.6
2002-06-18,45.4,14.2,24.0,24.0,24.0
2002-06-20,15.0,0.7,1.8,3.4,5.84
2002-06-21,1.8,0.8,1.49,1.8,1.8
2002-06-22,3.0,1.6,2.2,2.38,3.0
2002-06-23,5.8,2.07,4.4,4.4,4.4
2002-06-26,0.4,0.13,0.13,0.2,0.2
2002-06-27,3.6,0.55,1.6,2.26,2.84
2002-06-30,4.0,0.8,2.07,3.11,3.4
2002-07-01,3.0,0.5,1.1,1.1,1.62
2002-07-02,3.4,1.8,2.75,2.75,2.75
2002-07-03,3.2,0.68,0.87,1.19,1.81
2002-07-04,9.0,1.25,1.85,3.41,4.74
2002-07-06,3.2,0.23,0.66,1.24,2.1
2002-07-08,1.6,0.85,1.05,1.19,1.6
2002-07-09,4.2,0.87,2.05,3.1,3.1
2002-07-10,44.4,7.8,16.2,24.4,34.3
2002-07-11,7.4,2.2,5.3,6.43,6.6
2002-07-12,13.0,4.4,7.67,9.09,11.95
2002-07-18,7.0,0.44,1.28,2.11,3.41
2002-07-19,0.2,0.2,0.2,0.2,0.2
2002-07-22,27.2,3.2,6.02,8.53,14.23
2002-07-23,1.0,0.38,1.0,1.0,1.0
2002-08-02,62.4,8.0,21.2,27.0,30.8
2002-08-03,18.6,3.2,6.73,9.23,9.4
2002-08-04,3.4,0.4,0.84,1.22,1.68
2002-08-11,0.2,0.06,0.2,0.2,0.2
2002-08-12,15.0,4.0,7.44,7.95,8.0
2002-08-20,8.2,4.0,4.0,4.0,4.88
2002-08-29,0.6,0.6,0.6,0.6,0.6
2002-08-31,3.4,3.4,3.4,3.4,3.4
2002-09-06,4.0,2.42,2.81,3.22,3.5
2002-09-07,13.8,3.58,4.23,4.83,7.73
2002-09-19,0.2,0.2,0.2,0.2,0.2
2002-09-20,10.0,7.0,8.4,8.4,9.4
2002-09-21,7.2,2.3,3.56,4.46,5.0
2002-09-22,14.2,2.2,3.85,5.0,7.87
2002-09-25,5.0,2.2,2.2,2.2,2.41
2002-09-26,2.0,0.36,0.67,0.85,1.35
2002-09-27,1.2,0.5,1.18,1.2,1.2
2002-10-03,5.8,1.13,2.5,3.64,3.97
2002-10-05,14.8,1.13,2.33,4.03,5.73
2002-10-14,1.4,0.05,0.17,0.32,0.6
2002-10-16,2.8,0.22,0.5,0.77,1.3
2002-10-17,10.6,0.33,0.93,1.6,2.46
2002-10-21,0.6,0.06,0.19,0.31,0.4
2002-10-22,6.2,1.4,2.12,2.61,3.85
2002-10-23,2.6,0.62,0.94,1.2,1.2
2002-10-25,3.4,0.55,1.37,2.04,2.89
2002-10-26,0.2,0.2,0.2,0.2,0.2
2002-10-27,14.4,1.2,2.4,3.9,7.07
2002-10-28,0.2,0.2,0.2,0.2,0.2
2002-10-31,2.6,1.0,2.41,2.54,2.6
2002-11-06,0.1,0.05,0.06,0.06,0.06
2002-11-07,1.1,0.11,0.34,0.56,0.99
2002-11-12,4.9,0.6,1.4,2.26,2.44
2002-11-13,0.3,0.12,0.19,0.19,0.19
2002-11-14,8.6,0.6,1.8,3.4,5.25
2002-11-24,1.8,0.25,0.57,0.95,1.19
2002-11-25,3.1,0.4,1.13,1.98,2.88
2002-11-26,14.7,0.87,2.2,4.4,7.46
2002-11-28,1.8,0.11,0.36,0.6,0.63
2002-11-29,1.8,0.34,0.91,0.93,0.93
2002-12-03,0.2,0.08,0.2,0.2,0.2
2003-01-12,0.6,0.09,0.28,0.46,0.6
2003-01-15,3.0,0.42,0.82,1.47,2.37
2003-01-20,1.4,0.12,0.36,0.66,0.98
2003-01-21,1.4,0.15,0.43,0.84,1.25
2003-01-22,3.2,0.44,1.03,1.65,2.45
2003-01-25,1.4,0.2,0.38,0.43,0.81
2003-01-26,0.2,0.12,0.2,0.2,0.2
2003-01-27,3.4,0.8,1.6,2.07,2.85
2003-01-28,0.4,0.23,0.4,0.4,0.4
2003-03-09,1.0,0.18,0.4,0.54,1.0
2003-03-10,4.4,1.4,3.1,3.58,3.58
2003-03-11,0.8,0.4,0.53,0.53,0.53
2003-03-24,0.2,0.2,0.2,0.2,0.2
2003-04-24,1.4,1.13,1.2,1.2,1.4
2003-04-25,0.4,0.26,0.4,0.4,0.4
2003-04-26,5.7,0.37,0.94,1.35,2.26
2003-04-27,24.5,1.3,2.9,5.25,9.9
2003-04-29,1.0,0.61,0.68,0.8,1.0
2003-04-30,2.9,0.26,0.66,1.11,1.76
2003-05-01,7.5,1.27,3.2,4.93,6.64
2003-05-02,4.2,0.37,1.08,2.12,3.24
2003-05-03,8.4,1.2,2.52,4.06,4.77
2003-05-05,4.2,0.52,1.01,1.4,2.43
2003-05-10,1.0,1.0,1.0,1.0,1.0
2003-05-12,8.6,3.0,6.13,6.64,7.0
2003-05-13,4.4,3.7,4.13,4.4,4.4
2003-05-14,6.4,1.07,1.66,1.93,2.8
2003-05-15,4.0,1.27,2.7,3.56,3.8
2003-05-18,5.8,1.85,2.18,2.62,2.98
2003-05-19,15.6,5.3,5.85,5.97,9.09
2003-05-20,15.4,2.1,3.4,5.95,9.64
2003-05-22,0.1,0.06,0.06,0.06,0.06
2003-05-23,10.9,0.95,1.6,2.95,5.6
2003-05-24,2.6,1.2,2.0,2.19,2.6
2003-05-25,1.6,0.16,0.28,0.49,0.95
2003-06-03,0.4,0.26,0.39,0.4,0.4
2003-06-04,0.8,0.3,0.62,0.77,0.77
2003-06-05,0.8,0.22,0.56,0.83,0.83
