Date,agg0,agg10,agg30,agg60,agg120
2007-09-20,4.6,2.0,3.13,4.02,4.2
2007-09-21,20.8,2.13,3.8,6.45,9.3
2007-09-24,1.0,0.45,0.67,0.87,1.0
2007-09-28,5.8,1.35,2.6,4.96,5.8
2007-09-29,34.4,8.4,14.9,15.43,15.72
2007-09-30,3.0,1.2,1.8,1.8,1.8
2007-10-04,7.0,0.6,1.85,3.44,4.92
2007-10-11,1.6,0.31,0.88,1.4,1.4
2007-10-16,0.4,0.1,0.31,0.4,0.4
2007-10-28,4.0,0.44,1.06,1.51,2.74
2007-10-29,0.2,0.16,0.2,0.2,0.2
2007-11-05,3.6,0.44,1.13,1.85,2.33
2007-11-06,1.2,0.34,0.97,1.16,1.16
2007-11-07,0.6,0.11,0.28,0.44,0.44
2007-11-08,6.0,0.8,1.25,2.23,3.42
2007-11-09,0.6,0.16,0.26,0.38,0.38
2007-11-28,0.4,0.08,0.22,0.32,0.4
2007-11-29,2.2,0.29,0.61,0.74,1.28
2007-11-30,1.5,0.31,0.65,0.99,1.07
2007-12-01,5.9,1.08,1.45,1.6,1.77
2007-12-02,0.4,0.4,0.4,0.4,0.4
2007-12-03,3.2,0.43,0.89,1.47,2.12
2007-12-05,7.0,0.37,0.86,1.65,3.09
2007-12-06,0.6,0.13,0.26,0.39,0.6
2007-12-07,2.6,0.29,0.67,0.89,1.0
2007-12-08,2.2,0.37,0.85,1.3,1.3
2007-12-25,0.2,0.09,0.2,0.2,0.2
2007-12-27,1.0,0.09,0.24,0.37,0.68
2007-12-28,6.2,0.33,0.94,1.56,2.02
2007-12-29,1.2,0.37,0.93,0.98,0.98
2008-01-10,1.2,0.05,0.17,0.34,0.59
2008-01-12,5.0,0.6,1.13,1.5,2.23
2008-01-15,5.6,0.3,0.68,0.88,1.1
2008-01-16,2.4,0.21,0.36,0.5,0.95
2008-01-18,7.0,0.87,2.0,2.65,4.23
2008-01-19,0.2,0.04,0.14,0.2,0.2
2008-01-24,0.4,0.09,0.2,0.2,0.4
2008-01-25,2.2,0.22,0.52,0.91,1.62
2008-01-26,9.2,1.1,3.0,5.3,7.58
2008-01-30,0.6,0.11,0.33,0.51,0.6
2008-02-06,1.8,0.31,0.76,1.42,1.78
2008-02-21,1.4,0.12,0.36,0.71,1.32
2008-02-22,5.2,0.63,1.6,2.83,5.04
2008-02-26,4.2,0.29,0.8,1.47,2.26
2008-02-27,0.6,0.04,0.14,0.27,0.5
2008-03-01,1.4,0.75,1.06,1.18,1.4
2008-03-07,0.6,0.11,0.36,0.57,0.6
2008-03-08,0.6,0.15,0.32,0.4,0.4
2008-03-09,4.3,0.21,0.49,0.89,1.67
2008-03-10,1.1,0.12,0.33,0.48,0.7
2008-03-11,0.6,0.18,0.53,0.6,0.6
2008-03-12,1.8,0.36,0.72,0.98,1.49
2008-03-24,0.2,0.03,0.11,0.2,0.2
2008-03-30,1.0,0.18,0.48,0.8,0.8
2008-03-31,5.5,0.34,0.94,1.64,2.72
2008-04-01,2.4,0.44,0.96,1.5,2.25
2008-04-02,5.2,1.2,2.2,3.87,4.8
2008-04-03,0.2,0.09,0.15,0.15,0.15
2008-04-12,0.6,0.22,0.47,0.6,0.6
2008-04-17,0.6,0.38,0.49,0.6,0.6
2008-04-29,15.2,0.8,1.7,3.18,4.83
2008-05-01,4.2,0.3,0.78,1.26,2.1
2008-05-19,2.0,1.07,1.45,1.6,1.6
2008-06-10,2.0,0.63,0.82,0.94,1.8
2008-06-12,6.6,3.47,4.3,4.4,4.4
2008-06-15,1.4,0.75,1.2,1.2,1.4
2008-06-19,0.8,0.2,0.37,0.54,0.8
2008-06-20,4.7,1.2,2.0,2.0,2.3
2008-06-21,2.3,1.0,1.67,1.7,1.7
2008-06-22,13.0,4.2,5.62,6.73,7.19
2008-06-23,1.0,0.2,0.42,0.53,1.0
2008-06-27,1.6,0.33,0.66,1.1,1.4
2008-06-30,3.6,0.65,1.53,2.43,3.37
2008-07-07,3.8,1.2,1.51,1.6,1.79
2008-07-08,5.4,2.0,2.1,2.34,2.89
2008-07-11,1.6,1.6,1.6,1.6,1.6
2008-07-12,12.0,3.01,4.29,7.27,8.0
2008-07-13,1.2,1.2,1.2,1.2,1.2
2008-07-15,0.4,0.4,0.4,0.4,0.4
2008-07-16,2.2,1.11,1.2,1.2,2.0
2008-07-19,3.0,1.61,1.71,1.8,1.8
2008-07-20,2.2,0.77,0.8,0.8,0.97
2008-07-21,0.4,0.22,0.4,0.4,0.4
2008-08-01,3.1,0.49,1.23,2.05,3.08
2008-08-02,15.1,2.8,6.1,9.3,11.51
2008-08-03,4.0,1.4,1.76,1.94,2.2
2008-08-04,47.2,3.2,7.9,12.6,16.8
2008-08-06,1.4,0.31,0.5,0.6,0.74
2008-08-07,8.6,0.9,2.45,4.15,6.33
2008-08-08,3.0,2.23,2.69,2.91,3.0
2008-08-09,0.2,0.03,0.11,0.2,0.2
2008-08-10,4.6,0.6,1.14,1.2,1.47
2008-08-11,9.2,2.8,4.86,5.0,5.0
2008-08-12,15.2,3.13,3.86,3.99,6.43
2008-08-13,3.4,1.2,2.8,2.8,2.8
2008-08-19,7.6,1.86,2.22,3.17,3.73
2008-08-20,1.0,0.41,0.58,0.92,1.0
2008-08-25,1.8,0.53,1.03,1.52,1.8
2008-08-26,1.8,0.6,1.15,1.38,1.38
2008-08-27,7.2,0.7,1.17,1.98,2.87
2008-09-02,0.8,0.25,0.41,0.57,0.8
2008-09-03,2.6,1.04,1.19,1.19,1.4
2008-09-04,4.8,2.5,4.4,4.4,4.4
2008-09-05,0.6,0.21,0.31,0.4,0.4
2008-09-06,13.8,1.5,2.9,5.55,10.05
2008-09-07,2.8,2.2,2.37,2.8,2.8
2008-09-08,0.4,0.4,0.4,0.4,0.4
2008-09-10,9.8,1.27,2.71,5.13,8.25
2008-09-15,1.0,0.19,0.3,0.47,0.79
2008-09-16,0.2,0.09,0.2,0.2,0.2
2008-09-17,3.4,0.65,1.8,2.37,2.57
2008-09-28,1.0,0.4,0.48,0.6,0.8
2008-09-29,2.4,1.15,1.3,1.78,1.93
2008-09-30,0.6,0.14,0.33,0.4,0.4
2008-10-01,0.8,0.37,0.8,0.8,0.8
2008-10-03,0.2,0.2,0.2,0.2,0.2
2008-10-04,0.2,0.2,0.2,0.2,0.2
2008-10-05,7.8,0.8,2.5,4.2,6.09
2008-10-08,3.0,0.69,1.06,1.25,1.72
2008-10-10,3.8,0.28,0.64,1.06,2.0
2008-10-11,0.2,0.05,0.16,0.2,0.2
2008-10-13,0.2,0.2,0.2,0.2,0.2
2008-10-15,7.8,0.8,1.57,2.57,3.8
2008-10-16,4.6,1.0,1.5,2.0,2.0
2008-10-18,7.0,1.8,2.8,4.12,4.89
2008-10-19,0.8,0.33,0.4,0.4,0.4
2008-10-20,4.0,0.6,1.35,2.09,2.18
2008-10-21,3.2,0.45,0.75,1.24,1.4
2008-10-22,4.0,1.12,1.65,1.93,2.18
2008-10-24,4.0,0.7,0.78,1.34,2.04
2008-10-25,2.5,0.25,0.63,1.23,1.94
2008-10-26,16.4,1.07,2.02,2.47,4.0
2008-10-27,1.0,0.75,0.85,1.0,1.0
2008-10-28,0.4,0.21,0.29,0.4,0.4
2008-11-07,9.4,0.5,1.13,1.95,3.14
2008-11-09,3.8,0.4,0.93,1.77,3.27
2008-11-10,14.4,0.97,1.67,2.88,5.32
2008-11-11,5.4,0.5,1.06,1.78,2.7
2008-11-12,5.2,3.47,4.0,4.0,4.6
2008-11-13,0.7,0.6,0.6,0.6,0.6
2008-11-14,2.7,0.2,0.4,0.76,1.41
2008-11-15,0.2,0.04,0.12,0.2,0.2
2008-11-16,1.0,0.21,0.31,0.58,0.58
2008-11-18,2.8,0.4,0.9,1.68,2.41
2008-11-19,0.2,0.04,0.12,0.2,0.2
2008-11-26,0.2,0.03,0.1,0.2,0.2
2008-11-27,1.6,0.26,0.69,1.11,1.33
2008-11-28,0.4,0.05,0.17,0.2,0.2
2008-11-29,0.6,0.15,0.37,0.6,0.6
2008-12-18,2.0,0.29,0.47,0.64,1.07
2008-12-19,2.4,0.52,1.14,1.83,2.38
2008-12-20,0.4,0.19,0.28,0.4,0.4
2008-12-21,0.6,0.2,0.49,0.6,0.6
2009-01-12,8.6,0.53,1.5,2.8,4.42
2009-01-13,1.7,0.25,0.66,1.2,1.27
2009-01-14,0.1,0.03,0.11,0.12,0.12
2009-02-25,0.4,0.33,0.4,0.4,0.4
2009-02-26,1.0,0.4,0.9,1.0,1.0
2009-03-08,3.0,0.37,0.97,1.81,3.0
2009-03-10,0.2,0.2,0.2,0.2,0.2
2009-03-14,5.1,0.9,1.88,2.53,3.44
2009-03-15,0.3,0.05,0.15,0.29,0.33
2009-03-16,2.0,0.11,0.33,0.6,1.08
2009-03-22,0.4,0.13,0.26,0.4,0.4
2009-03-27,7.4,0.6,1.56,2.78,3.54
2009-03-28,2.8,0.67,1.64,2.8,2.8
2009-04-07,7.2,1.2,3.05,3.93,5.82
2009-04-08,8.8,0.8,1.58,2.44,3.87
2009-04-14,0.2,0.07,0.2,0.2,0.2
2009-04-27,1.4,1.03,1.16,1.4,1.4
2009-05-03,5.2,0.9,1.92,3.05,4.23
2009-05-04,0.3,0.09,0.26,0.3,0.3
2009-05-05,5.0,0.2,0.56,1.11,1.94
2009-05-06,12.7,0.8,1.8,3.32,5.11
2009-05-07,1.6,0.27,0.68,0.95,1.0
2009-05-08,0.4,0.21,0.36,0.4,0.4
2009-05-17,5.2,0.6,1.65,2.85,4.59
2009-05-18,15.8,4.65,8.82,9.2,9.2
2009-05-19,3.2,2.7,3.04,3.2,3.2
2009-05-21,3.6,1.2,2.5,3.6,3.6
2009-05-24,0.2,0.2,0.2,0.2,0.2
2009-05-26,1.2,0.42,0.65,0.77,1.0
2009-05-27,4.8,1.7,3.8,4.37,4.59
2009-06-03,0.8,0.35,0.8,0.8,0.8
2009-06-05,17.2,4.8,10.2,16.9,16.9
2009-06-07,5.1,0.93,1.87,2.9,3.59
2009-06-08,7.3,3.08,3.17,4.29,4.47
2009-06-09,7.8,0.63,1.45,2.4,4.23
2009-06-10,16.6,5.07,5.2,5.2,5.2
2009-06-11,4.1,0.25,0.75,1.49,2.45
2009-06-12,27.9,0.65,1.85,3.28,6.1
2009-06-18,4.8,0.93,2.03,2.69,3.13
2009-06-19,6.2,1.06,2.4,2.4,2.43
2009-07-06,2.6,2.47,2.6,2.6,2.6
2009-07-07,1.0,0.5,0.8,0.8,0.8
2009-07-08,5.8,2.0,2.35,4.45,5.8
2009-07-10,0.6,0.07,0.2,0.2,0.23
2009-07-12,2.4,0.9,1.96,1.96,1.96
2009-07-13,3.6,1.1,1.9,3.3,3.6
2009-07-15,14.8,5.8,8.9,9.1,9.1
2009-07-18,14.0,2.2,3.31,3.48,4.42
2009-07-20,3.0,1.85,2.25,2.38,3.0
2009-07-23,5.0,0.73,2.0,2.6,2.6
2009-07-24,6.6,2.4,4.67,5.85,6.4
2009-07-27,10.4,0.6,1.31,1.94,3.05
2009-07-30,9.2,4.0,5.58,5.58,5.58
2009-07-31,5.4,1.67,3.62,5.02,5.13
2009-08-02,4.2,0.73,1.47,1.85,2.07
2009-08-08,4.6,1.8,3.01,3.54,4.55
2009-08-09,12.8,7.2,9.42,9.75,12.18
2009-08-10,20.4,8.7,12.8,13.3,13.3
2009-08-11,5.6,1.33,2.52,4.16,5.6
2009-08-15,3.4,0.63,1.25,1.71,2.0
2009-08-16,0.2,0.2,0.2,0.2,0.2
2009-08-17,0.2,0.16,0.2,0.2,0.2
2009-08-20,7.8,1.85,2.6,3.65,6.27
2009-08-25,14.2,2.5,4.53,7.6,11.8
2009-08-26,0.8,0.24,0.5,0.66,0.79
2009-08-29,5.2,1.2,1.53,2.36,2.36
2009-08-30,0.8,0.4,0.4,0.4,0.4
2009-09-01,1.8,0.36,0.96,1.61,1.8
2009-09-02,1.8,1.15,1.8,1.8,1.8
2009-09-03,11.0,1.3,2.44,3.5,5.72
2009-09-04,0.4,0.21,0.4,0.4,0.4
2009-09-05,0.2,0.2,0.2,0.2,0.2
2009-09-20,1.0,0.76,1.0,1.0,1.0
2009-09-24,3.4,1.15,1.73,2.2,2.2
2009-09-28,2.4,1.0,1.08,1.33,1.6
2009-10-01,2.8,1.22,1.47,2.22,2.8
2009-10-03,18.8,6.4,7.06,7.29,7.53
2009-10-04,1.8,1.22,1.33,1.47,1.6
2009-10-05,0.2,0.2,0.2,0.2,0.2
2009-10-06,5.4,1.0,1.32,1.6,2.87
2009-10-07,0.2,0.06,0.15,0.22,0.22
2009-10-08,1.2,0.83,1.2,1.2,1.2
2009-10-10,0.6,0.41,0.6,0.6,0.6
2009-10-11,4.0,0.64,1.16,1.16,1.67
2009-10-16,5.8,0.44,1.09,1.69,2.24
2009-10-19,0.4,0.12,0.25,0.35,0.4
2009-10-23,0.6,0.18,0.27,0.47,0.6
2009-10-24,2.6,0.56,1.0,1.0,1.2
2009-10-25,6.0,0.6,1.72,2.62,4.02
2009-10-26,0.4,0.09,0.24,0.39,0.4
2009-10-28,14.6,0.65,1.83,2.89,4.47
2009-11-01,0.6,0.09,0.24,0.36,0.4
2009-11-02,10.8,0.73,1.56,2.67,4.73
2009-11-06,3.0,0.47,1.13,1.85,2.0
2009-11-07,0.4,0.07,0.21,0.34,0.4
2009-11-10,3.0,0.25,0.62,0.95,1.63
2009-11-11,4.0,0.27,0.63,0.92,1.0
2009-11-13,5.0,0.52,0.86,1.08,1.34
2009-11-14,0.2,0.03,0.1,0.2,0.2
2009-11-15,0.2,0.03,0.11,0.2,0.2
2009-11-16,3.2,0.4,1.0,1.8,2.58
2009-11-18,22.6,2.2,4.3,7.4,13.05
2009-11-19,1.6,0.25,0.63,0.9,1.24
2009-11-20,1.6,0.28,0.73,1.26,1.6
2009-11-22,4.9,0.42,0.82,1.26,2.4
2009-11-23,8.7,1.1,2.95,4.7,5.6
2009-11-24,3.1,0.27,0.58,0.6,1.15
2009-11-25,3.1,0.25,0.54,0.92,1.0
2009-11-26,4.8,0.9,1.82,2.8,2.8
2009-11-27,2.6,0.43,1.05,1.18,1.18
2009-11-28,0.2,0.06,0.19,0.2,0.2
2009-11-29,4.4,0.6,1.6,2.45,4.37
2009-12-02,1.0,0.13,0.3,0.48,0.8
2009-12-03,7.0,0.45,1.18,1.88,3.37
2009-12-04,2.0,0.31,0.8,1.23,1.8
2009-12-05,1.2,0.2,0.52,0.76,1.2
2009-12-06,4.2,0.25,0.69,1.28,2.25
2009-12-07,0.2,0.2,0.2,0.2,0.2
2009-12-10,8.8,0.29,0.76,1.4,2.62
2009-12-15,5.6,0.8,2.07,3.4,4.18
2009-12-27,0.4,0.4,0.4,0.4,0.4
2010-02-02,0.0,0.0,0.0,0.0,0.0
2010-02-03,0.2,0.11,0.2,0.2,0.2
2010-02-26,0.2,0.04,0.14,0.2,0.2
2010-03-23,1.2,0.24,0.38,0.4,0.6
2010-03-26,5.9,0.83,1.23,2.0,2.5
2010-03-27,8.7,0.93,2.45,3.9,7.09
2010-03-28,1.8,0.4,0.69,0.98,1.31
2010-03-29,0.2,0.06,0.18,0.2,0.2
2010-03-30,3.6,0.6,1.45,2.42,3.45
2010-03-31,7.6,0.73,2.1,3.73,5.98
2010-04-02,2.0,0.52,0.77,0.9,1.32
2010-04-04,0.6,0.53,0.6,0.6,0.6
2010-04-18,0.2,0.2,0.2,0.2,0.2
2010-04-26,2.6,0.29,0.71,1.22,1.78
2010-05-08,0.8,0.16,0.39,0.67,0.8
2010-05-11,0.6,0.6,0.6,0.6,0.6
2010-05-12,3.8,0.36,1.03,1.75,2.45
2010-05-15,20.6,1.57,3.5,5.73,9.0
2010-05-25,0.0,0.0,0.0,0.0,0.0
2010-05-28,2.8,2.0,2.3,2.3,2.3
2010-05-30,24.2,0.67,2.07,3.87,6.76
2010-06-07,7.2,0.45,1.03,1.96,3.71
2010-06-09,2.8,0.44,1.0,1.35,2.0
2010-06-10,5.8,0.5,1.44,2.6,3.53
2010-06-11,10.6,0.64,1.43,2.33,3.94
2010-06-12,3.0,1.27,2.06,2.3,3.0
2010-06-15,1.2,0.73,1.2,1.2,1.2
2010-06-19,3.2,0.82,0.89,0.99,1.8
2010-06-29,17.4,6.53,8.0,10.5,17.4
2010-06-30,0.2,0.2,0.2,0.2,0.2
2010-07-03,9.8,1.6,3.22,4.83,8.2
2010-07-04,3.2,0.36,0.86,1.58,2.82
2010-07-08,2.2,0.73,1.29,1.74,2.0
2010-07-11,1.4,0.84,1.22,1.36,1.4
2010-07-12,15.8,5.6,11.76,13.53,14.58
2010-07-13,0.8,0.28,0.56,0.79,0.8
2010-07-15,0.0,0.0,0.0,0.0,0.0
2010-07-16,3.5,1.05,1.65,1.99,3.14
2010-07-17,8.5,4.7,6.38,6.38,6.38
2010-07-24,2.4,1.87,2.29,2.4,2.4
2010-07-29,5.0,0.37,0.96,1.73,3.04
2010-07-30,25.2,2.0,3.8,5.67,8.69
2010-07-31,0.6,0.24,0.39,0.39,0.39
2010-08-10,0.9,0.45,0.7,0.89,0.89
2010-08-11,6.1,0.7,1.52,1.92,2.26
2010-08-12,6.3,1.1,1.7,2.48,2.91
2010-08-13,2.1,0.29,0.74,1.38,2.0
2010-08-15,1.0,1.0,1.0,1.0,1.0
2010-08-16,17.6,2.0,3.67,5.8,10.07
2010-08-17,6.2,2.1,3.9,4.4,4.4
2010-08-19,0.2,0.09,0.2,0.2,0.2
2010-08-20,0.4,0.07,0.2,0.2,0.29
2010-08-23,19.8,1.8,4.6,8.8,13.5
2010-08-24,2.8,0.69,0.87,1.24,1.4
2010-08-25,4.8,0.93,2.17,3.15,3.15
2010-09-03,0.4,0.2,0.2,0.2,0.2
2010-09-10,1.0,0.11,0.29,0.55,0.89
2010-09-11,1.0,0.4,0.4,0.4,0.4
2010-09-12,0.2,0.2,0.2,0.2,0.2
2010-09-13,2.3,0.4,1.04,1.84,2.3
2010-09-14,4.3,1.2,1.97,1.97,1.97
2010-09-15,9.5,1.3,3.27,4.32,4.4
2010-09-16,13.5,1.73,4.07,6.31,11.1
2010-09-17,3.8,0.63,1.3,1.88,2.28
2010-09-18,1.0,0.27,0.48,0.64,0.8
2010-09-20,3.6,0.8,1.63,2.73,3.6
2010-10-03,0.4,0.15,0.27,0.39,0.4
2010-10-06,14.3,2.6,3.97,5.2,7.06
2010-10-07,0.1,0.07,0.07,0.07,0.07
2010-10-18,13.8,2.48,3.51,5.73,6.77
2010-10-19,3.8,1.05,1.15,2.2,2.4
2010-10-21,2.2,1.0,1.62,1.73,2.0
2010-10-22,0.4,0.4,0.4,0.4,0.4
2010-10-23,26.1,0.82,1.57,2.88,4.82
2010-10-24,6.7,0.4,0.9,1.51,2.64
2010-10-25,0.4,0.18,0.28,0.4,0.4
2010-10-27,5.6,0.8,1.83,2.62,4.12
2010-10-28,3.8,1.1,2.04,2.8,3.8
2010-11-02,1.8,0.24,0.41,0.65,0.8
2010-11-03,7.6,0.65,1.44,2.53,4.15
2010-11-04,3.1,0.33,0.78,1.23,1.86
2010-11-05,0.9,0.28,0.6,0.77,0.88
2010-11-11,4.6,0.43,1.05,1.66,2.59
2010-11-12,5.1,0.93,2.21,2.68,3.13
2010-11-13,20.1,1.2,3.4,5.3,8.4
2010-11-14,0.6,0.09,0.23,0.34,0.59
2010-11-15,2.2,0.54,0.92,1.3,1.6
2010-11-21,0.2,0.04,0.11,0.2,0.2
2010-12-31,0.2,0.2,0.2,0.2,0.2
2011-01-08,2.2,0.75,1.24,1.42,1.93
2011-01-15,4.8,0.28,0.62,1.2,2.07
2011-01-16,3.3,0.29,0.73,1.33,2.2
2011-01-17,0.7,0.14,0.32,0.4,0.4
2011-01-24,0.4,0.25,0.4,0.4,0.4
2011-02-01,0.2,0.04,0.14,0.2,0.2
2011-02-02,2.8,0.22,0.63,1.08,1.67
2011-02-04,0.1,0.07,0.1,0.1,0.1
2011-02-05,0.3,0.07,0.17,0.29,0.29
2011-02-06,2.2,0.25,0.61,1.08,2.0
2011-02-07,6.6,0.55,1.16,1.8,3.12
2011-02-08,0.4,0.12,0.29,0.43,0.43
2011-02-10,1.8,0.31,0.73,1.38,1.73
2011-03-09,2.0,0.62,1.22,1.35,1.35
2011-03-10,2.6,0.4,0.92,1.41,1.96
2011-03-12,0.8,0.16,0.26,0.38,0.4
2011-03-14,0.6,0.33,0.56,0.6,0.6
2011-03-30,3.3,0.47,1.2,1.93,2.92
2011-03-31,7.7,0.48,1.13,1.94,3.4
2011-04-01,0.2,0.06,0.19,0.2,0.2
2011-04-03,0.2,0.2,0.2,0.2,0.2
2011-04-05,4.6,0.6,1.52,2.45,3.42
2011-04-12,3.6,0.21,0.49,0.87,1.71
2011-04-13,1.4,0.18,0.42,0.59,0.6
2011-04-16,0.4,0.06,0.2,0.34,0.4
2011-05-11,0.8,0.42,0.7,0.8,0.8
2011-05-13,0.2,0.2,0.2,0.2,0.2
2011-05-14,7.4,2.8,4.0,4.1,4.38
2011-05-15,5.6,1.55,1.72,2.35,3.05
2011-05-16,0.4,0.16,0.27,0.38,0.43
2011-05-17,0.6,0.13,0.2,0.2,0.37
2011-05-18,0.1,0.05,0.06,0.06,0.06
2011-05-19,1.3,0.37,0.91,1.23,1.34
2011-05-22,10.4,1.4,3.1,4.6,7.5
2011-05-23,1.7,0.57,0.83,1.18,1.67
2011-05-24,0.5,0.3,0.39,0.39,0.39
2011-05-26,2.6,1.5,2.6,2.6,2.6
2011-05-27,4.4,0.36,0.69,1.15,1.98
2011-05-28,4.4,1.05,1.69,2.26,2.39
2011-05-29,2.8,0.85,1.38,1.54,1.78
2011-06-06,8.6,4.2,4.2,4.2,4.2
2011-06-08,4.2,0.84,1.32,2.37,2.98
2011-06-09,37.4,4.0,10.8,18.6,27.2
2011-06-12,0.8,0.51,0.73,0.8,0.8
2011-06-13,5.4,0.56,1.12,2.0,3.47
2011-06-16,19.6,5.2,8.6,14.5,17.67
2011-06-17,7.6,2.8,4.73,6.71,7.29
2011-06-18,2.6,0.6,1.0,1.35,1.53
2011-06-20,4.0,1.1,3.0,3.54,3.93
2011-06-22,10.5,4.0,6.2,6.2,6.2
2011-06-23,1.9,0.47,0.83,1.19,1.87
2011-06-24,0.2,0.04,0.14,0.2,0.2
2011-06-30,27.2,2.8,5.8,9.7,14.8
2011-07-02,8.4,1.13,2.75,4.63,6.49
2011-07-05,1.0,1.0,1.0,1.0,1.0
2011-07-06,2.0,1.07,1.89,2.0,2.0
2011-07-08,12.8,1.2,3.0,5.07,7.54
2011-07-09,0.6,0.35,0.35,0.35,0.6
2011-07-14,25.8,1.4,3.6,5.9,8.28
2011-07-15,0.8,0.3,0.39,0.4,0.4
2011-07-17,15.0,4.4,8.3,8.7,9.07
2011-07-18,2.4,1.8,1.8,1.8,1.8
2011-07-21,1.6,0.26,0.53,1.07,1.54
2011-07-22,31.2,3.2,6.07,11.6,17.73
2011-07-23,3.6,0.45,0.83,1.48,2.39
2011-07-25,0.2,0.2,0.2,0.2,0.2
2011-07-31,25.8,6.8,14.8,22.6,25.8
2011-08-04,3.2,0.86,1.2,2.17,3.2
2011-08-05,0.8,0.09,0.27,0.53,0.8
2011-08-07,5.0,0.53,1.43,2.15,3.73
2011-08-11,1.0,0.16,0.31,0.56,1.0
2011-08-14,4.0,0.25,0.6,1.13,2.21
2011-08-15,1.0,0.23,0.47,0.77,1.0
2011-08-17,0.6,0.36,0.47,0.59,0.6
2011-08-19,16.6,1.47,3.8,6.7,11.03
2011-08-23,4.8,0.6,1.65,2.68,4.31
2011-08-24,2.8,0.9,1.3,2.21,2.39
2011-08-25,0.2,0.09,0.2,0.2,0.2
2011-08-26,3.2,1.09,1.42,1.8,1.8
2011-08-27,4.7,1.07,2.3,3.28,3.55
2011-08-28,7.4,5.0,5.39,6.4,6.95
2011-08-29,6.0,1.2,1.9,3.09,5.41
2011-08-30,2.6,0.27,0.67,1.23,1.66
2011-08-31,0.2,0.03,0.1,0.2,0.2
2011-09-04,1.6,1.25,1.6,1.6,1.6
2011-09-05,7.0,3.7,4.6,4.6,4.6
2011-09-06,9.2,0.8,2.07,2.8,3.5
2011-09-07,7.6,3.22,3.68,4.02,4.3
2011-09-08,1.0,0.22,0.52,0.69,1.0
2011-09-11,2.8,1.8,2.14,2.79,2.8
2011-09-12,8.0,1.27,3.2,4.24,4.99
2011-09-13,2.8,0.6,1.0,1.0,1.0
2011-09-14,0.2,0.07,0.2,0.2,0.2
2011-09-17,2.4,0.8,1.6,2.4,2.4
2011-09-18,17.8,2.67,3.68,5.2,6.4
2011-09-19,2.4,0.7,1.32,1.4,1.4
2011-09-20,3.0,0.37,1.07,1.67,2.34
2011-09-21,13.4,4.2,5.37,6.0,9.23
2011-09-22,1.4,1.01,1.1,1.2,1.2
2011-09-23,2.4,1.75,2.36,2.4,2.4
2011-09-26,3.8,1.22,2.0,3.22,3.8
2011-10-03,0.8,0.6,0.6,0.6,0.6
2011-10-04,0.2,0.04,0.14,0.2,0.2
2011-10-05,2.9,0.31,0.52,0.73,1.37
2011-10-06,23.5,2.4,3.67,6.8,10.67
2011-10-08,0.8,0.37,0.49,0.62,0.8
2011-10-09,4.8,0.65,1.83,3.0,4.54
2011-10-10,3.4,0.4,0.91,1.51,2.11
2011-10-11,1.2,0.4,0.4,0.4,0.4
2011-10-18,11.7,0.7,1.2,2.28,3.17
2011-10-19,4.9,0.63,1.01,1.86,1.96
2011-10-26,5.0,0.53,1.4,2.46,2.96
2011-10-30,0.6,0.17,0.37,0.4,0.4
2011-11-03,0.6,0.2,0.27,0.39,0.39
2011-11-24,1.2,0.08,0.26,0.39,0.6
2011-11-25,6.2,1.4,2.38,2.77,3.4
2011-11-26,1.0,0.12,0.31,0.52,0.59
2011-11-27,3.8,0.47,1.28,2.14,2.8
2011-11-28,0.2,0.2,0.2,0.2,0.2
2011-11-30,1.4,0.43,0.59,0.59,0.6
2011-12-01,1.4,0.42,0.65,0.79,0.79
2011-12-02,1.0,0.4,0.68,1.0,1.0
2011-12-03,6.2,0.8,2.2,2.73,3.26
2011-12-06,0.4,0.08,0.26,0.4,0.4
2011-12-08,8.2,1.4,2.83,4.93,5.53
2011-12-09,4.4,0.65,1.45,2.04,2.4
2011-12-10,1.2,0.29,0.8,1.18,1.2
2011-12-12,1.0,0.16,0.36,0.57,1.0
2011-12-13,3.4,0.34,0.62,1.04,1.52
2011-12-16,0.4,0.2,0.2,0.2,0.2
2011-12-23,2.2,0.16,0.3,0.46,0.87
2011-12-24,0.2,0.16,0.2,0.2,0.2
2011-12-25,2.0,0.31,0.58,0.73,1.2
2011-12-29,3.0,0.48,0.71,1.15,1.55
2012-01-01,3.8,0.6,1.25,1.67,2.5
2012-01-02,1.6,0.8,0.99,0.99,0.99
2012-01-03,3.9,0.7,1.4,1.74,2.87
2012-01-04,9.0,0.65,1.14,1.94,3.05
2012-01-05,11.7,0.5,1.5,2.8,4.6
2012-01-07,3.2,0.37,0.98,1.86,2.81
2012-01-09,2.0,0.31,0.87,1.42,2.0
2012-01-12,4.0,0.4,1.06,1.76,2.53
2012-01-18,3.0,0.43,1.2,1.91,2.88
2012-01-19,0.4,0.2,0.2,0.2,0.2
2012-02-18,1.2,0.15,0.26,0.36,0.6
2012-02-22,9.0,0.37,0.86,1.65,2.62
2012-02-23,0.8,0.22,0.6,0.8,0.8
2012-02-27,0.4,0.28,0.4,0.4,0.4
2012-03-17,0.5,0.16,0.3,0.46,0.46
2012-03-18,2.1,0.25,0.56,0.93,1.55
2012-03-19,1.2,0.58,0.68,0.82,1.17
2012-03-20,0.4,0.13,0.4,0.4,0.4
2012-04-06,3.0,0.28,0.73,1.23,1.93
2012-04-09,1.8,0.23,0.46,0.61,0.8
